SCHL,gmajor,fod1p,_TYPE_,_FREQ_,p50adj_wagp,p25adj_wagp,p75adj_wagp,pop,meanadj_wagp,mean_grad_degree,mean_grad_degree_all,mean_employed_all,pct_ts,pct_tsg,p50r,p25r,p75r,pct_ts_all,pct_tsg_all
Graduate degree,Education,Early childhood education,7,3293,52064.792845,41413.020444,66286.817197,306295,55952.961881,1,1,0.9808520596,0.0037302339,0.0303674201,52000,41000,66000,0.0042434498,0.0313415282
Graduate degree,Education,Science and computer teacher education,7,1809,63078.499024,50062.300812,84104.665365,160500,72555.095374,1,1,0.980767165,0.0019546598,0.0159126689,63000,50000,84000,0.0021108024,0.0155900924
Graduate degree,Education,Secondary teacher education,7,5348,63851.038038,49715.112898,82565.997463,469135,71416.016098,1,1,0.9849348474,0.0057133915,0.0465120867,64000,50000,83000,0.0059876245,0.0442237591
Graduate degree,Education,Special needs education,7,6974,61046.04445,48438.718512,77334.620063,634910,65555.141132,1,1,0.9825052025,0.0077322933,0.0629477421,61000,48000,77000,0.0088209381,0.0651502177
Graduate degree,Education,Social science or history teacher education,7,2834,60762.915764,46524.401665,83666.877429,249095,74127.657968,1,1,0.9800297338,0.0030336199,0.024696363,61000,47000,84000,0.0032084158,0.0236969115
Graduate degree,Education,Teacher education: multiple levels,7,2209,56069.77691,45424.088935,70456.317835,190861,60270.709442,1,1,0.9848284624,0.0023244133,0.0189227906,56000,45000,70000,0.0024906226,0.0183953912
Graduate degree,Education,Language and drama education,7,5027,59658.135477,46293.250375,77061.597632,449878,64885.027069,1,1,0.9752130716,0.0054788689,0.0446028639,60000,46000,77000,0.0062521135,0.046177238
Graduate degree,Education,Art and music education,7,5183,59786.030177,45056.070731,77334.620063,470006,64270.218747,1,1,0.9818726008,0.0057239991,0.0465984415,60000,45000,77000,0.0063355853,0.0467937489
Graduate degree,Education,Miscellaneous education,7,6567,63047.086369,47419.489058,82858.521496,604035,70340.809864,1,1,0.9768708317,0.0073562801,0.0598866602,63000,47000,83000,0.0076797595,0.0567216321
Graduate degree,Health,Nutrition sciences,7,1713,65221.12383,45295.991751,100124.60162,168619,86568.05488,1,1,0.979931522,0.0020535376,0.0285752101,65000,45000,100000,0.0022759211,0.0319403536
Graduate degree,Health,Communication disorders sciences and services,7,7006,65182.03691,49539.598478,83963.301783,663661,74541.217371,1,1,0.986829827,0.0080824392,0.1124680641,65000,50000,84000,0.0093100451,0.130657485
Graduate degree,Health,Health and medical administrative services,7,2079,76395.058663,50871.703708,109402.00404,208452,92350.487779,1,1,0.9569533964,0.0025386464,0.0353255546,76000,51000,109000,0.0023945549,0.0336052631
Graduate degree,Health,Health and medical preparatory programs,7,3072,115914.30659,55747.745511,221958.61639,321412,162744.32223,1,1,0.9763775002,0.0039143372,0.0544684491,116000,56000,222000,0.0036869298,0.0517424958
Graduate degree,Health,Nursing,7,23061,86961.49844,63851.038038,112935.18223,2253173,99842.07553,1,1,0.9823192895,0.0274404159,0.3818365181,87000,64000,113000,0.0262660675,0.3686188721
Graduate degree,Health,Pharmacy and pharmaceutical sciences and administration,7,6546,113952.61631,79098.435283,139202.31611,675277,124069.97479,1,1,0.9793570177,0.0082239055,0.1144365827,114000,79000,139000,0.0076186667,0.1069206244
Graduate degree,Health,Treatment therapy professions,7,6717,71220.385192,50871.703708,95638.802972,695303,85571.097498,1,1,0.9846262285,0.0084677934,0.1178303115,71000,51000,96000,0.0084753451,0.1189432778
Graduate degree,Health,Miscellaneous health medical professions,7,9054,70656.217482,49261.303999,103128.33967,914987,89226.586864,1,1,0.9726716447,0.0111432295,0.1550593098,71000,49000,103000,0.0112278219,0.1575716282
Graduate degree,Humanities and liberal arts,Area ethnic and civilization studies,7,3496,71810.71863,47488.82025,117398.02289,324667,100970.71285,1,1,0.9627130873,0.0039539785,0.0376285507,72000,47000,117000,0.0042842644,0.0382789379
Graduate degree,Humanities and liberal arts,Linguistics and comparative language and literature,7,1833,63851.038038,42150.656941,97978.316989,187874,81386.706298,1,1,0.9546165461,0.0022880359,0.0217743914,64000,42000,98000,0.0027224867,0.0243248058
Graduate degree,Humanities and liberal arts,"French, german, latin and other common foreign language studies",7,6394,65221.12383,46057.316747,99123.355608,607136,87388.590108,1,1,0.9655534995,0.0073940458,0.0703663993,65000,46000,99000,0.0082865923,0.074038837
Graduate degree,Humanities and liberal arts,Other foreign languages,7,1553,66286.817197,44035.198647,105376.64235,145415,94376.798982,1,1,0.9581596297,0.0017709462,0.0168534397,66000,44000,105000,0.0020370781,0.0182008343
Graduate degree,Humanities and liberal arts,English language and literature,7,27515,66052.79797,45056.070731,100124.60162,2611774,88850.263568,1,1,0.9635984856,0.0318076619,0.3027017542,66000,45000,100000,0.0350551284,0.3132096826
Graduate degree,Humanities and liberal arts,Composition and speech,7,987,56069.77691,38998.744118,81394.725933,96140,71220.415302,1,1,0.9579059257,0.0011708473,0.011142521,56000,39000,81000,0.0013312578,0.0118944886
Graduate degree,Humanities and liberal arts,Liberal arts,7,7599,68494.817529,46400.772038,100124.60162,745954,88952.208655,1,1,0.9615111995,0.00908465,0.0864552539,68000,46000,100000,0.0099968869,0.0893199343
Graduate degree,Humanities and liberal arts,Humanities,7,873,68494.817529,46236.958579,104954.12723,82449,90150.008749,1,1,0.9411700082,0.0010041106,0.0095557491,68000,46000,105000,0.0011161913,0.0099729183
Graduate degree,Humanities and liberal arts,Multi/interdisciplinary studies,7,763,55239.014331,43204.423364,76307.555562,67547,67982.465418,1,1,0.9756775458,0.0008226256,0.0078286235,55000,43000,76000,0.0008477054,0.0075740572
Graduate degree,Humanities and liberal arts,Intercultural and international studies,7,1564,68254.557903,45056.070731,107163.6878,151576,96595.290081,1,1,0.9544882676,0.0018459783,0.0175674929,68000,45000,107000,0.0019979994,0.0178516748
Graduate degree,Humanities and liberal arts,Philosophy and religious studies,7,8402,65221.12383,40697.362967,105376.64235,792803,93648.26213,1,1,0.9623837782,0.0096552036,0.0918850019,65000,41000,105000,0.0098155403,0.0876996433
Graduate degree,Humanities and liberal arts,Theology and religious vocations,7,5974,49936.068955,32666.759129,71220.385192,544603,59206.073575,1,1,0.9722605849,0.0066324835,0.0631188929,50000,33000,71000,0.0065825645,0.0588137325
Graduate degree,Humanities and liberal arts,Art history and criticism,7,1925,61941.939457,42045.280298,92912.909185,183043,87005.33396,1,1,0.9558901903,0.0022292012,0.0212144838,62000,42000,93000,0.0026198049,0.0234073673
Graduate degree,Humanities and liberal arts,History,7,22194,75093.451218,48473.255482,121525.83153,2087228,107635.55299,1,1,0.9655761948,0.0254194438,0.2419074457,75000,48000,122000,0.0252287369,0.2254130859
Graduate degree,"Industrial arts, consumer services, and recreation",Family and consumer sciences,7,4891,57993.742227,42150.656941,80086.248187,456378,67723.055291,1,1,0.970207945,0.0055580296,0.3478411317,58000,42000,80000,0.0064022327,0.386398448
Graduate degree,"Industrial arts, consumer services, and recreation",Military technologies,7,78,81394.725933,54350.936525,130442.24766,8932,123317.83989,1,1,0.9294431197,0.000108779,0.0068077712,81000,54000,130000,0.0000965129,0.0058249078
Graduate degree,"Industrial arts, consumer services, and recreation","Physical fitness, parks, recreation, and leisure",7,6380,62972.476337,44191.211465,86718.715239,637959,76849.680719,1,1,0.9807306034,0.0077694257,0.4862381196,63000,44000,87000,0.007650268,0.4617219958
Graduate degree,"Industrial arts, consumer services, and recreation",Miscellaneous industrial arts and consumer services,7,789,65221.12383,36457.749458,104954.12723,85674,82641.159282,1,1,0.9304350344,0.0010433865,0.0652988118,65000,36000,105000,0.0010558463,0.063724234
Graduate degree,"Industrial arts, consumer services, and recreation",Transportation sciences and technologies,7,1255,95892.74454,65080.991056,126451.97082,123087,106429.6015,1,1,0.9720486282,0.0014990231,0.0938141658,96000,65000,126000,0.001364132,0.0823304144
Graduate degree,Law and public policy,Pre-law and legal studies,7,1280,73090.959186,45686.518596,119572.06035,149255,98817.237433,1,1,0.9631040637,0.0018177119,0.1085162598,73000,46000,120000,0.0017380058,0.1100848064
Graduate degree,Law and public policy,Criminal justice and fire protection,7,9273,67103.767745,44191.211465,100005.72321,968210,80491.139773,1,1,0.9642255648,0.0117914093,0.7039397535,67000,44000,100000,0.0110328645,0.6988185969
Graduate degree,Law and public policy,Public administration,7,1641,73090.959186,48560.431788,107848.01186,180571,91475.613264,1,1,0.9534850774,0.0021990958,0.1312846441,73000,49000,108000,0.0020812664,0.1318268418
Graduate degree,Law and public policy,Public policy,7,824,90112.141462,60074.760975,139369.36378,77380,125237.99591,1,1,0.9522484592,0.0009423774,0.0562593426,90000,60000,139000,0.0009357438,0.0592697549
Graduate degree,Physical sciences,Multidisciplinary or general science,7,7381,82589.252609,51618.282881,134207.53549,817386,116032.40466,1,1,0.9729947577,0.0099545893,0.210415948,83000,52000,134000,0.0097314454,0.2163334147
Graduate degree,Physical sciences,Physical sciences,7,244,80648.960923,44191.211465,126451.97082,22879,102655.2504,1,1,0.971325167,0.0002786334,0.0058896366,81000,44000,126000,0.0002802629,0.0062303422
Graduate degree,Physical sciences,Astronomy and astrophysics,7,270,97673.67112,60074.760975,149693.02035,26471,121745.60926,1,1,0.980604696,0.0003223788,0.0068143087,98000,60000,150000,0.0003076002,0.0068380598
Graduate degree,Physical sciences,Atmospheric sciences and meteorology,7,535,82613.423518,55043.998309,112139.55382,50433,90590.666885,1,1,0.9783388297,0.0006142016,0.0129827371,83000,55000,112000,0.0005619412,0.0124921487
Graduate degree,Physical sciences,Chemistry,7,16980,101743.40742,60074.760975,162789.45187,1628470,136377.17923,1,1,0.9746369699,0.0198324293,0.4192096009,102000,60000,163000,0.0188064485,0.4180738894
Graduate degree,Physical sciences,Geology and earth science,7,3690,86408.846729,55958.874079,126980.97589,341084,109437.38194,1,1,0.9741404766,0.004153914,0.0878036977,86000,56000,127000,0.0039751865,0.0883697773
Graduate degree,Physical sciences,Geosciences,7,435,94838.978117,61046.04445,136989.63506,38737,115580.78498,1,1,0.9795835558,0.0004717611,0.0099718891,95000,61000,137000,0.0004557344,0.0101311332
Graduate degree,Physical sciences,Oceanography,7,413,86961.49844,51618.282881,121525.83153,37481,94481.394487,1,1,0.9854969467,0.0004564648,0.0096485628,87000,52000,122000,0.000407291,0.0090542204
Graduate degree,Physical sciences,Physics,7,8659,100124.60162,61941.939457,142258.46718,840870,118278.9489,1,1,0.9701257112,0.0102405907,0.216461327,100000,62000,142000,0.0095324644,0.2119099984
Graduate degree,Physical sciences,"Nuclear, industrial radiology, and biological technologies",7,805,99430.225796,69569.198752,132573.63439,80809,113536.51958,1,1,0.9717030385,0.0009841377,0.0208022921,99000,70000,133000,0.0009251774,0.0205670158
Graduate degree,Psychology and social work,Psychology,7,49807,61941.939457,42732.231115,91569.066675,4907819,80035.509811,1,1,0.9672353697,0.0597701973,0.7987309344,62000,43000,92000,0.0639996634,0.8068425842
Graduate degree,Psychology and social work,Industrial and organizational psychology,7,489,80099.6813,50640.478444,121525.83153,47078,98584.613972,1,1,0.9394461331,0.0005733425,0.0076617852,80000,51000,122000,0.0006179778,0.0077908346
Graduate degree,Psychology and social work,Social psychology,7,220,64098.346672,43204.423364,92912.909185,21206,81235.153527,1,1,0.9315539487,0.0002582587,0.0034512047,64000,43000,93000,0.0002848295,0.0035908406
Graduate degree,Psychology and social work,Human services and community organization,7,1288,52064.792845,38530.798816,70200.864718,128765,60682.628968,1,1,0.9486988114,0.001568173,0.020956068,52000,39000,70000,0.0016021293,0.0201980153
Graduate degree,Psychology and social work,Social work,7,10041,53943.118342,40697.362967,71220.385192,1039653,60852.203763,1,1,0.9686726925,0.0126614826,0.1692000076,54000,41000,71000,0.0128165273,0.1615777254
Graduate degree,Social sciences,Interdisciplinary social sciences,7,1283,66052.79797,42393.730489,96877.437023,121078,82270.574561,1,1,0.9591880662,0.0014745564,0.0164941482,66000,42000,97000,0.0015488345,0.0174708637
Graduate degree,Social sciences,General social sciences,7,2004,65333.518258,44191.211465,99107.103131,196272,82200.33393,1,1,0.9498132824,0.0023903115,0.0267376357,65000,44000,99000,0.0025692696,0.0289813787
Graduate degree,Social sciences,Economics,7,20453,104268.93142,61941.939457,171748.95942,1999564,146199.48909,1,1,0.9609708794,0.024351822,0.2723955217,104000,62000,172000,0.0238469616,0.268993886
Graduate degree,Social sciences,Anthropology and archeology,7,4264,64098.346672,44191.211465,99079.196955,395497,86494.97656,1,1,0.9584482804,0.0048165863,0.0538775511,64000,44000,99000,0.0052505056,0.0592257381
Graduate degree,Social sciences,Criminology,7,939,66286.817197,44391.723277,100124.60162,92359,81706.144607,1,1,0.9631141471,0.0011248002,0.0125818318,66000,44000,100000,0.0010819819,0.0122047627
Graduate degree,Social sciences,Geography,7,2138,73917.273674,50871.703708,105376.64235,196546,87358.268584,1,1,0.964292354,0.0023936484,0.026774962,74000,51000,105000,0.0023883503,0.0269406077
Graduate degree,Social sciences,International relations,7,3325,87751.080897,55068.530894,135168.21219,329140,113849.32067,1,1,0.957205112,0.0040084532,0.0448379057,88000,55000,135000,0.0040294427,0.0454521401
Graduate degree,Social sciences,Political science and government,7,29348,88382.422929,54350.936525,141312.43496,2830885,119973.13768,1,1,0.9629058719,0.0344761196,0.3856442687,88000,54000,141000,0.0328629995,0.3706948532
Graduate degree,Social sciences,Sociology,7,11630,63080.912598,44191.211465,92396.592092,1122385,79617.926504,1,1,0.9604010644,0.0136690397,0.1528996559,63000,44000,92000,0.0144029451,0.1624653165
Graduate degree,Social sciences,Miscellaneous social sciences,7,632,81394.725933,54350.936525,121096.79628,56938,109651.74315,1,1,0.9655137006,0.0006934232,0.007756519,81000,54000,121000,0.0006711391,0.0075704532
